depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
409,1,1,37,0.04,8,20.4,1.75,23,5,28.54,29.5,75.7,1.6,0.023,10.57,Low
615,2,11,14,1.01,29,20.1,3.97,22,3,31.72,34.5,63.2,3.625,0.254,24.0,High
110,3,1,1,0.51,74,20.3,2.07,93,1,10.96,31.0,86.6,12.333,0.246,0.29,High
76,1,0,8,0.39,10,20.9,1.27,40,5,26.22,24.7,60.6,5.0,0.307,1.14,Low
416,1,7,5,0.29,16,20.5,2.9,42,4,17.79,28.2,68.7,4.0,0.1,5.71,Medium
406,2,10,30,0.22,5,20.7,2.75,29,1,34.06,23.0,68.2,2.5,0.08,47.14,Medium
555,2,1,42,0.82,32,20.9,3.89,95,5,38.37,34.7,56.9,16.0,0.211,12.0,Medium
232,2,9,40,0.11,21,20.0,2.51,58,1,22.88,22.8,69.0,2.333,0.044,57.14,Medium
446,1,9,16,0.05,12,20.6,0.33,27,1,17.85,24.8,71.1,4.0,0.152,22.86,Medium
67,2,1,18,0.41,5,20.6,1.8,93,0,12.06,29.3,61.9,1.667,0.228,5.14,Low
587,2,4,19,0.78,19,20.1,2.52,99,4,35.63,31.0,74.3,2.375,0.31,13.57,Medium
45,3,7,12,1.55,57,19.8,1.55,28,4,20.13,33.1,66.4,5.182,1.0,13.71,High
320,1,1,14,0.39,11,20.6,0.91,89,0,32.76,33.6,88.4,3.667,0.429,4.0,Low
280,1,8,36,0.34,8,20.4,1.19,36,4,34.07,31.2,61.8,1.6,0.286,46.29,Medium
57,1,11,16,0.36,10,20.6,3.03,62,2,17.34,27.7,73.2,3.333,0.119,27.43,Medium
312,1,3,32,0.14,7,20.6,2.08,21,1,24.78,22.5,63.0,2.333,0.067,18.29,Low
78,1,5,33,0.11,4,20.5,0.96,48,0,26.58,28.7,58.9,1.0,0.115,28.29,Medium
155,2,11,14,0.22,23,20.0,0.41,99,3,22.81,33.6,57.5,2.556,0.537,24.0,High
243,3,1,6,0.9,53,20.1,1.3,76,4,12.61,24.2,81.2,6.625,0.692,1.71,High
399,3,2,48,1.96,39,19.6,0.63,60,4,34.05,34.6,68.3,3.0,3.111,20.57,High
313,3,3,19,1.83,55,20.1,3.22,96,2,37.63,30.2,66.0,6.875,0.568,10.86,High
69,1,0,6,0.2,6,20.9,3.88,21,4,11.03,34.4,77.5,3.0,0.052,0.86,Low
425,2,7,18,0.9,17,20.0,2.26,97,1,34.07,31.0,77.8,1.889,0.398,20.57,Medium
587,1,12,4,0.32,8,20.5,3.19,84,2,21.19,32.9,77.1,2.0,0.1,7.43,Medium
659,2,6,44,0.83,20,20.7,3.09,56,0,32.36,29.1,57.4,10.0,0.269,44.0,Medium
59,1,8,41,0.33,3,20.3,1.85,42,4,30.54,25.5,85.5,0.5,0.178,52.71,Medium
538,3,5,46,0.63,55,19.1,2.57,94,4,26.77,26.4,79.8,3.056,0.245,39.43,High
436,1,5,19,0.28,13,20.8,0.78,27,0,28.32,34.8,81.3,6.5,0.359,16.29,Medium
391,1,0,1,0.37,4,20.7,1.95,24,3,39.68,34.6,81.0,2.0,0.19,0.14,Low
317,1,9,43,0.27,15,20.7,2.34,46,5,19.55,31.8,75.5,7.5,0.115,61.43,Medium
206,1,11,33,0.03,4,20.6,2.02,87,3,27.55,31.3,79.0,1.333,0.015,56.57,Medium
145,1,11,40,0.3,9,20.3,1.3,46,5,32.47,30.5,70.7,1.5,0.231,68.57,Medium
619,1,4,6,0.36,9,20.5,1.6,99,2,36.77,24.3,79.7,2.25,0.225,4.29,Medium
193,2,8,13,0.85,29,20.4,2.42,91,1,30.26,28.3,78.6,5.8,0.351,16.71,Medium
608,1,3,4,0.38,17,20.4,0.61,27,3,36.49,33.5,68.2,3.4,0.623,2.29,Medium
570,2,11,47,0.81,37,20.6,1.33,18,4,43.28,33.2,88.6,12.333,0.609,80.57,High
42,2,9,8,0.37,9,20.9,4.0,24,3,16.68,23.6,65.5,4.5,0.092,11.43,Medium
556,1,12,37,0.35,17,20.4,3.01,68,2,38.32,32.4,61.0,3.4,0.116,68.71,Medium
568,3,10,49,1.17,47,19.8,3.4,53,5,37.52,24.4,72.4,4.273,0.344,77.0,High
547,2,0,31,0.28,10,19.6,3.08,81,4,27.85,33.5,77.1,0.769,0.091,4.43,Low
608,3,8,11,1.04,61,19.4,0.37,31,3,22.65,28.3,89.0,4.067,2.811,14.14,High
594,1,11,14,0.03,11,20.5,3.35,80,1,29.51,32.8,77.6,2.75,0.009,24.0,Medium
582,1,1,50,0.33,20,20.8,0.38,10,0,31.89,24.5,89.8,10.0,0.868,14.29,Medium
87,3,7,34,1.58,65,20.2,3.78,17,4,18.18,30.2,81.3,9.286,0.418,38.86,High
270,1,7,49,0.12,10,20.7,2.79,100,0,25.11,29.4,86.1,5.0,0.043,56.0,Medium
485,2,4,35,0.16,34,20.6,2.79,66,3,27.96,34.1,61.2,11.333,0.057,25.0,Medium
315,3,6,21,0.46,75,18.9,0.68,66,1,30.12,27.6,68.8,3.75,0.676,21.0,High
640,1,7,37,0.14,6,20.8,0.53,54,0,26.65,33.2,83.2,3.0,0.264,42.29,Medium
487,3,6,40,2.01,42,19.3,3.83,38,0,27.51,24.8,84.6,2.625,0.525,40.0,High
420,3,3,16,1.13,43,20.3,0.45,11,4,40.48,33.8,81.6,7.167,2.511,9.14,High
430,1,1,28,0.3,13,20.4,1.57,75,2,27.91,23.9,60.2,2.6,0.191,8.0,Low
611,1,12,41,0.34,8,20.5,3.72,83,4,40.44,34.8,57.2,2.0,0.091,76.14,Medium
457,2,3,13,0.26,26,20.4,0.89,27,3,23.61,27.6,62.6,5.2,0.292,7.43,Medium
572,1,2,15,0.05,9,20.8,2.95,73,5,34.21,24.3,66.8,4.5,0.017,6.43,Low
94,1,11,38,0.09,16,20.3,1.03,49,1,29.86,30.5,63.8,2.667,0.087,65.14,Medium
278,3,3,44,1.26,56,19.4,3.13,25,5,25.3,30.1,86.1,3.733,0.403,25.14,High
124,1,10,32,0.05,18,20.8,2.67,80,5,14.36,34.0,64.4,9.0,0.019,50.29,Medium
420,2,10,44,0.12,28,19.8,3.42,24,3,25.76,34.3,75.0,2.545,0.035,69.14,Medium
405,1,11,45,0.1,7,20.6,0.41,28,0,29.07,26.8,78.3,2.333,0.244,77.14,Medium
251,2,10,29,0.66,17,19.8,3.86,35,5,22.56,34.6,88.9,1.545,0.171,45.57,Medium
578,3,3,41,1.14,37,20.1,0.6,83,0,42.29,24.9,71.0,4.625,1.9,23.43,High
421,1,2,7,0.39,13,20.8,2.82,86,4,32.71,26.9,75.4,6.5,0.138,3.0,Low
70,1,0,26,0.26,3,20.5,1.99,65,3,20.33,33.4,80.8,0.75,0.131,3.71,Low
344,2,7,6,0.69,26,20.5,0.63,48,4,20.52,29.5,73.6,6.5,1.095,6.86,Medium
40,1,5,12,0.14,20,20.8,1.2,49,1,10.66,33.1,68.3,10.0,0.117,10.29,Medium
492,1,9,44,0.24,2,20.4,2.38,63,1,26.38,29.8,64.0,0.4,0.101,62.86,Medium
368,2,4,27,0.59,36,20.1,0.42,56,3,19.96,32.1,77.9,4.5,1.405,19.29,High
193,2,1,2,0.5,28,19.7,3.05,94,1,33.39,31.6,88.1,2.333,0.164,0.57,Medium
211,1,6,43,0.29,11,20.9,1.97,69,1,15.36,31.4,83.9,5.5,0.147,43.0,Medium
617,1,1,28,0.25,11,20.6,1.89,95,3,24.4,22.1,58.4,3.667,0.132,8.0,Low
63,2,3,48,0.91,40,20.3,1.03,29,3,18.31,26.0,87.3,6.667,0.883,27.43,High
520,2,9,24,0.93,5,20.3,2.13,90,2,38.08,23.2,89.7,0.833,0.437,34.29,Medium
464,1,12,46,0.12,17,20.8,2.95,94,5,20.18,26.8,88.2,8.5,0.041,85.43,Medium
468,1,9,20,0.22,19,20.8,3.05,42,3,40.94,32.3,79.1,9.5,0.072,28.57,Medium
373,1,9,2,0.23,16,20.6,3.61,94,2,39.02,27.1,67.1,5.333,0.064,2.86,Medium
500,1,9,34,0.11,3,20.7,1.79,79,4,24.39,25.1,70.6,1.5,0.061,48.57,Medium
366,2,8,3,0.64,40,20.4,3.37,60,1,20.9,31.7,57.0,8.0,0.19,3.86,Medium
439,1,12,39,0.1,10,20.6,2.5,91,1,35.56,25.4,62.8,3.333,0.04,72.43,Medium
221,3,2,7,0.41,15,19.0,3.51,97,2,23.63,27.1,83.8,0.789,0.117,3.0,Low
469,2,6,28,0.37,21,20.1,3.02,10,2,29.17,29.6,57.1,2.625,0.123,28.0,Medium
636,1,11,6,0.39,9,20.7,3.32,64,0,30.01,24.4,59.1,4.5,0.117,10.29,Medium
454,2,5,36,0.69,6,19.5,3.37,62,5,19.03,28.5,87.4,0.429,0.205,30.86,Medium
165,1,9,15,0.29,14,20.3,3.32,37,1,20.11,26.8,84.6,2.333,0.087,21.43,Medium
567,1,11,1,0.32,2,20.4,3.54,13,1,31.74,29.6,82.5,0.4,0.09,1.71,Medium
71,1,4,23,0.03,4,20.7,2.55,69,0,16.77,34.5,58.2,2.0,0.012,16.43,Medium
632,1,6,41,0.27,20,20.4,3.74,57,0,35.61,33.4,66.8,4.0,0.072,41.0,Medium
461,2,1,33,0.77,13,20.3,1.05,65,5,30.4,28.4,71.9,2.167,0.733,9.43,Medium
206,2,8,46,0.54,13,20.8,1.11,56,0,13.58,28.4,86.9,6.5,0.486,59.14,Medium
183,1,3,18,0.38,10,20.3,0.49,83,2,24.08,24.1,59.7,1.667,0.776,10.29,Medium
258,2,10,5,0.85,20,20.2,1.74,70,3,21.7,26.7,74.4,2.857,0.489,7.86,Medium
148,1,2,27,0.16,13,20.9,1.89,26,5,11.13,22.4,63.0,6.5,0.085,11.57,Low
542,2,2,8,0.19,11,20.4,0.79,25,4,21.07,27.6,84.1,2.2,0.241,3.43,Low
275,3,9,39,1.64,73,19.8,3.69,38,1,26.88,22.8,66.4,6.636,0.444,55.71,High
100,1,2,15,0.27,18,20.7,3.99,24,2,18.83,32.6,66.9,9.0,0.068,6.43,Medium
147,3,9,46,0.39,46,19.3,1.57,59,5,30.32,23.4,81.7,2.875,0.248,65.71,High
131,1,12,4,0.31,19,20.8,1.24,37,3,28.14,22.1,59.3,9.5,0.25,7.43,Medium
456,3,8,45,1.75,40,19.1,2.39,19,5,23.56,29.9,86.7,2.222,0.732,57.86,High
309,1,5,2,0.33,18,20.3,3.36,61,0,31.49,29.7,83.4,3.0,0.098,1.71,Medium
507,1,6,28,0.33,20,20.7,2.1,86,4,31.79,24.9,76.6,10.0,0.157,28.0,Medium
185,2,4,6,0.48,32,20.8,0.96,49,1,17.59,30.6,78.0,16.0,0.5,4.29,Medium
235,2,10,35,0.73,26,19.7,0.65,46,3,13.93,27.3,68.7,2.167,1.123,55.0,High
332,2,8,41,1.03,24,20.3,0.35,61,0,31.39,28.1,65.3,4.0,2.943,52.71,High
436,1,12,29,0.29,14,20.6,3.14,59,0,20.19,23.6,68.7,4.667,0.092,53.86,Medium
355,2,2,18,0.53,6,19.6,1.67,61,4,33.74,29.7,77.1,0.462,0.317,7.71,Low
201,3,11,32,1.98,26,19.0,2.95,97,2,19.76,22.6,57.2,1.368,0.671,54.86,High
191,1,4,12,0.02,18,20.5,3.4,35,2,20.14,24.0,84.0,4.5,0.006,8.57,Medium
674,1,6,5,0.31,2,20.7,3.66,67,1,24.21,23.4,88.5,1.0,0.085,5.0,Medium
273,1,12,6,0.02,9,20.5,0.85,34,5,34.87,23.5,64.5,2.25,0.024,11.14,Medium
193,1,11,46,0.24,10,20.8,1.14,25,0,32.94,29.9,85.9,5.0,0.211,78.86,Medium
151,2,4,45,1.07,35,20.2,1.28,92,0,31.46,25.7,56.1,5.0,0.836,32.14,High
241,2,10,30,0.15,13,19.5,0.72,71,4,33.0,31.9,60.3,0.929,0.208,47.14,Medium
583,1,1,14,0.21,18,20.4,0.36,72,4,42.2,34.2,85.3,3.6,0.583,4.0,Medium
83,3,9,25,1.23,65,20.4,2.81,29,2,31.92,24.1,69.3,13.0,0.438,35.71,High
410,2,7,19,0.65,38,19.6,3.07,54,1,23.46,27.4,81.9,2.923,0.212,21.71,Medium
545,3,2,21,0.89,18,20.6,3.89,49,2,27.35,31.7,59.5,6.0,0.229,9.0,Medium
610,2,8,2,0.68,37,19.7,3.86,52,0,30.02,34.8,63.8,3.083,0.176,2.57,Medium
202,1,4,29,0.22,19,20.6,2.13,60,3,28.06,27.7,87.0,6.333,0.103,20.71,Medium
368,2,8,29,0.32,17,20.5,1.74,20,5,26.54,30.6,56.9,4.25,0.184,37.29,Medium
408,2,1,24,0.6,22,20.5,3.78,100,1,31.92,27.1,58.3,5.5,0.159,6.86,Medium
303,2,4,15,0.39,22,19.9,2.49,10,5,22.88,32.6,55.5,2.2,0.157,10.71,Medium
651,1,4,23,0.24,17,20.4,0.75,100,3,27.4,26.1,87.6,3.4,0.32,16.43,Medium
411,1,3,18,0.02,2,20.8,3.06,84,3,31.04,24.1,70.1,1.0,0.007,10.29,Low
349,1,4,39,0.33,15,20.7,3.01,86,3,31.55,26.7,79.9,7.5,0.11,27.86,Medium
576,2,7,33,0.24,27,20.3,0.87,61,0,39.82,34.3,89.9,4.5,0.276,37.71,Medium
661,1,7,28,0.03,8,20.4,0.89,38,4,36.53,23.7,86.6,1.6,0.034,32.0,Medium
230,1,9,21,0.19,5,20.9,3.01,43,4,12.08,22.5,85.8,2.5,0.063,30.0,Medium
577,1,6,36,0.01,2,20.4,1.72,69,2,32.34,28.0,80.3,0.4,0.006,36.0,Medium
401,1,0,44,0.22,6,20.4,3.88,67,3,36.54,34.5,59.9,1.2,0.057,6.29,Low
591,1,9,14,0.32,16,20.4,1.27,74,3,32.31,33.2,73.8,3.2,0.252,20.0,Medium
260,2,3,1,0.55,14,20.4,0.44,48,5,36.46,32.1,77.5,2.8,1.25,0.57,High
451,1,6,3,0.11,10,20.4,1.56,44,4,21.64,26.6,63.1,2.0,0.071,3.0,Medium
323,2,8,6,0.47,13,20.9,0.97,24,4,33.24,30.6,89.4,6.5,0.485,7.71,Medium
69,3,11,16,0.85,38,20.3,1.23,69,4,24.71,30.9,71.6,6.333,0.691,27.43,High
581,1,11,27,0.23,13,20.6,1.25,53,4,44.16,26.5,67.7,4.333,0.184,46.29,Medium
115,2,7,37,0.82,25,20.3,0.96,35,0,13.52,24.7,84.9,4.167,0.854,42.29,Medium
449,2,8,32,0.55,17,20.7,1.44,70,3,36.14,26.8,62.3,8.5,0.382,41.14,Medium
537,1,9,5,0.38,19,20.8,0.96,84,2,32.75,24.9,83.5,9.5,0.396,7.14,Medium
543,3,3,13,0.51,13,18.6,0.58,87,4,39.96,22.2,83.4,0.565,0.879,7.43,Medium
269,2,5,20,1.12,35,20.3,3.11,77,0,17.5,26.0,61.4,5.833,0.36,17.14,High
307,3,9,1,1.74,59,20.3,3.66,21,0,23.13,33.2,73.4,9.833,0.475,1.43,High
296,3,11,39,1.33,21,19.3,3.65,12,2,29.21,32.9,89.3,1.313,0.364,66.86,High
269,2,0,25,0.51,15,20.9,2.46,68,4,28.72,34.2,68.3,7.5,0.207,3.57,Low
443,1,12,12,0.03,18,20.8,2.4,34,3,33.27,24.4,65.7,9.0,0.013,22.29,Medium
489,3,4,24,0.95,66,19.9,0.88,89,3,33.72,23.3,84.5,6.6,1.08,17.14,High
540,2,1,8,0.59,35,19.7,3.29,97,2,39.5,26.0,76.7,2.917,0.179,2.29,Medium
463,1,9,28,0.26,19,20.6,0.53,75,2,30.44,27.3,74.3,6.333,0.491,40.0,Medium
576,1,9,31,0.33,20,20.5,1.09,35,2,31.89,28.5,89.5,5.0,0.303,44.29,Medium
239,3,6,18,1.01,73,20.0,3.57,44,3,15.58,22.7,68.4,8.111,0.283,18.0,High
399,2,12,17,0.37,20,20.9,3.05,52,4,25.22,27.8,80.9,10.0,0.121,31.57,Medium
397,1,10,48,0.26,6,20.5,3.17,40,2,36.65,33.1,86.7,1.5,0.082,75.43,Medium
287,1,2,39,0.21,14,20.5,1.14,92,0,33.14,29.3,64.6,3.5,0.184,16.71,Low
678,1,0,16,0.39,18,20.3,1.15,66,2,23.73,25.6,85.3,3.0,0.339,2.29,Medium
261,1,8,24,0.17,14,20.5,3.04,61,4,15.43,24.5,80.3,3.5,0.056,30.86,Medium
83,2,4,50,1.02,9,19.9,2.97,13,3,31.3,24.9,62.3,0.9,0.343,35.71,Medium
435,1,12,46,0.07,13,20.6,3.52,42,0,34.59,26.1,56.6,4.333,0.02,85.43,Medium
502,2,6,14,0.38,29,20.7,3.06,35,2,34.1,34.0,71.4,14.5,0.124,14.0,Medium
293,1,2,32,0.07,3,20.7,3.1,35,4,21.38,30.1,64.3,1.5,0.023,13.71,Low
330,3,1,4,1.75,24,20.1,2.51,21,0,15.33,24.3,72.1,3.0,0.697,1.14,High
157,1,8,17,0.09,9,20.8,0.38,85,3,14.78,28.2,77.2,4.5,0.237,21.86,Medium
129,1,3,21,0.24,12,20.3,3.29,67,5,20.58,26.8,79.7,2.0,0.073,12.0,Low
392,2,12,42,0.86,37,20.1,1.9,97,1,27.02,27.3,61.5,4.625,0.453,78.0,High
521,1,1,41,0.08,14,20.9,3.49,99,4,22.86,30.8,59.2,7.0,0.023,11.71,Low
623,1,3,32,0.13,5,20.7,3.87,69,2,34.08,26.7,77.6,2.5,0.034,18.29,Low
294,2,8,29,0.61,8,20.5,2.62,11,2,36.85,33.9,72.7,2.0,0.233,37.29,Medium
454,3,5,8,1.25,48,19.5,3.0,13,3,40.52,25.5,72.4,3.429,0.417,6.86,High
564,3,12,1,1.08,52,20.0,2.85,39,2,31.2,28.7,81.9,5.778,0.379,1.86,High
47,3,4,40,0.51,67,19.8,3.33,26,3,7.41,24.4,57.0,6.091,0.153,28.57,High
290,2,12,25,0.65,36,20.6,3.81,42,1,25.07,31.6,57.9,12.0,0.171,46.43,High
313,3,8,36,0.34,33,20.7,0.42,94,4,27.93,33.7,89.9,16.5,0.81,46.29,High
420,1,11,22,0.15,8,20.8,2.7,29,3,19.48,30.1,82.3,4.0,0.056,37.71,Medium
173,2,9,43,0.96,14,20.8,1.63,89,3,33.35,27.0,62.7,7.0,0.589,61.43,Medium
449,1,0,16,0.12,3,20.8,2.83,13,3,36.5,29.8,75.8,1.5,0.042,2.29,Low
253,3,0,8,1.96,10,18.6,0.77,28,5,25.73,29.9,62.5,0.435,2.545,1.14,High
120,2,8,9,0.64,7,19.9,3.54,99,0,18.23,31.9,79.3,0.7,0.181,11.57,Medium
73,2,0,23,0.48,35,20.3,3.57,48,4,29.79,25.7,70.7,5.833,0.134,3.29,Medium
640,3,11,10,1.79,57,20.5,2.28,44,5,27.68,26.3,78.8,14.25,0.785,17.14,High
537,1,10,13,0.15,5,20.6,0.98,75,1,22.58,27.7,64.6,1.667,0.153,20.43,Medium
411,1,7,44,0.36,20,20.3,0.5,63,4,18.18,32.2,78.1,3.333,0.72,50.29,Medium
565,1,6,47,0.16,12,20.3,2.92,89,2,32.17,33.0,64.2,2.0,0.055,47.0,Medium
341,2,4,38,0.24,20,19.8,2.93,24,5,26.78,33.0,80.8,1.818,0.082,27.14,Medium
82,1,5,2,0.24,8,20.5,1.53,66,3,26.86,29.7,67.6,2.0,0.157,1.71,Medium
563,1,0,33,0.18,16,20.7,3.75,27,5,27.99,24.0,70.4,8.0,0.048,4.71,Low
318,1,2,24,0.34,20,20.8,1.22,46,5,24.69,23.5,62.6,10.0,0.279,10.29,Medium
650,2,0,2,0.73,22,20.2,1.45,73,0,43.67,31.2,85.6,3.143,0.503,0.29,Medium
466,2,4,47,0.93,35,19.6,1.52,23,3,31.18,27.5,61.9,2.692,0.612,33.57,High
640,1,0,11,0.16,5,20.8,3.67,67,3,40.99,27.8,76.8,2.5,0.044,1.57,Low
196,2,10,31,0.49,11,20.4,1.05,60,2,17.69,24.6,57.2,2.2,0.467,48.71,Medium
145,2,10,4,0.93,26,19.9,3.86,17,2,22.96,25.7,67.8,2.6,0.241,6.29,Medium
412,3,12,12,0.67,71,20.1,3.48,25,3,32.23,34.9,88.5,8.875,0.193,22.29,High
464,1,0,36,0.24,2,20.6,3.11,88,2,36.88,31.9,65.6,0.667,0.077,5.14,Low
92,1,1,31,0.31,4,20.7,2.44,21,2,21.72,33.8,78.8,2.0,0.127,8.86,Low
637,1,6,36,0.35,15,20.3,2.43,59,0,45.1,32.1,76.6,2.5,0.144,36.0,Medium
570,3,8,23,1.72,35,19.9,0.64,92,5,29.1,22.3,58.1,3.5,2.688,29.57,High
418,3,2,3,1.53,40,20.1,3.78,30,3,33.45,25.7,56.2,5.0,0.405,1.29,High
483,1,9,3,0.26,18,20.4,2.72,33,0,31.12,30.7,86.1,3.6,0.096,4.29,Medium
104,2,9,14,0.89,30,20.6,1.9,77,2,21.07,25.7,87.9,10.0,0.468,20.0,High
294,2,4,9,0.41,29,20.1,2.08,11,4,15.57,25.0,72.9,3.625,0.197,6.43,Medium
192,2,6,20,0.82,14,20.5,2.52,45,0,15.46,25.3,77.7,3.5,0.325,20.0,Medium
484,1,7,39,0.18,11,20.5,2.4,93,2,31.29,28.7,78.9,2.75,0.075,44.57,Medium
358,1,7,43,0.09,20,20.7,1.54,21,2,34.52,34.1,64.0,10.0,0.058,49.14,Medium
134,3,5,28,1.99,58,20.3,2.46,61,2,16.05,30.5,61.9,9.667,0.809,24.0,High
51,3,9,25,1.23,25,20.0,2.29,44,4,31.18,27.1,69.6,2.778,0.537,35.71,High
182,2,12,10,0.24,28,20.2,0.81,41,5,31.69,32.0,77.1,4.0,0.296,18.57,Medium
93,1,3,15,0.27,4,20.4,1.83,72,5,31.87,29.3,64.4,0.8,0.148,8.57,Low
348,2,8,21,0.44,28,20.4,3.68,73,4,33.59,25.2,87.5,5.6,0.12,27.0,Medium
373,2,7,43,0.97,33,20.2,2.38,61,5,38.87,32.7,87.1,4.714,0.408,49.14,High
42,1,5,22,0.26,10,20.7,3.78,18,5,25.02,23.7,68.8,5.0,0.069,18.86,Medium
310,1,6,15,0.18,8,20.8,3.26,31,3,19.88,22.5,69.4,4.0,0.055,15.0,Medium
221,1,4,10,0.05,13,20.4,1.22,21,5,22.47,28.6,70.5,2.6,0.041,7.14,Medium
124,2,1,37,0.53,10,19.8,1.47,77,2,28.41,30.7,78.0,0.909,0.361,10.57,Low
600,1,8,6,0.29,18,20.8,2.06,90,2,40.99,34.9,86.9,9.0,0.141,7.71,Medium
473,1,3,12,0.06,8,20.6,0.31,72,5,36.53,29.7,80.1,2.667,0.194,6.86,Medium
81,3,11,33,0.57,20,19.7,1.59,88,0,8.94,31.6,72.2,1.667,0.358,56.57,Medium
342,2,12,27,0.12,15,19.9,2.6,56,4,17.73,29.8,66.7,1.5,0.046,50.14,Medium
137,3,12,19,0.86,10,19.9,2.07,37,2,14.07,33.7,72.6,1.0,0.415,35.29,Medium
415,1,0,28,0.06,14,20.6,1.99,19,0,37.72,29.7,60.4,4.667,0.03,4.0,Low
387,3,3,30,0.38,41,18.7,0.77,24,2,35.7,35.0,63.4,1.864,0.494,17.14,Medium
328,1,1,12,0.1,14,20.4,1.83,62,3,15.24,27.3,68.9,2.8,0.055,3.43,Low
404,1,0,27,0.19,6,20.8,2.8,28,2,19.69,27.9,66.6,3.0,0.068,3.86,Low
454,2,7,48,1.03,26,20.8,3.43,17,1,17.54,27.9,66.0,13.0,0.3,54.86,High
487,2,0,28,1.12,9,20.4,0.64,84,0,36.72,26.1,88.5,1.8,1.75,4.0,Medium
432,2,11,39,0.7,18,20.5,3.7,35,1,35.9,34.6,67.8,4.5,0.189,66.86,Medium
57,2,5,18,1.01,30,19.9,3.33,77,2,30.66,31.5,79.5,3.0,0.303,15.43,High
492,2,3,10,0.52,20,20.0,2.25,23,5,24.81,28.9,56.1,2.222,0.231,5.71,Medium
382,2,10,22,1.0,8,19.9,1.43,24,4,22.86,22.3,80.2,0.8,0.699,34.57,Medium
556,1,5,7,0.29,9,20.9,1.05,16,4,38.49,24.9,65.0,4.5,0.276,6.0,Medium
283,1,7,46,0.01,19,20.8,0.74,57,5,33.97,25.9,71.3,9.5,0.014,52.57,Medium
309,1,7,3,0.39,10,20.6,0.71,91,5,13.98,23.9,82.5,3.333,0.549,3.43,Medium
228,1,11,40,0.09,20,20.7,0.64,31,4,17.08,33.7,84.2,10.0,0.141,68.57,Medium
592,1,8,7,0.05,9,20.9,3.16,68,3,29.31,29.9,68.1,4.5,0.016,9.0,Medium
284,1,11,5,0.04,14,20.7,2.33,17,5,32.91,26.5,67.7,7.0,0.017,8.57,Medium
293,2,1,32,0.13,20,20.5,0.46,85,1,28.77,34.9,68.2,5.0,0.283,9.14,Medium
398,2,12,41,0.31,27,20.1,2.76,47,2,23.97,32.8,89.3,3.375,0.112,76.14,Medium
431,3,0,37,1.47,64,18.8,3.78,43,3,29.69,24.3,55.4,3.048,0.389,5.29,High
226,2,9,43,0.76,28,20.6,3.33,30,3,34.03,22.3,59.5,9.333,0.228,61.43,Medium
106,1,6,33,0.32,15,20.8,2.47,12,5,29.92,23.5,89.6,7.5,0.13,33.0,Medium
109,2,9,1,1.14,35,20.4,2.77,81,0,29.66,30.5,56.7,7.0,0.412,1.43,High
580,1,12,43,0.2,3,20.4,2.78,95,5,32.28,28.8,71.3,0.6,0.072,79.86,Medium
515,1,6,33,0.31,14,20.5,0.4,26,0,34.41,23.4,66.8,3.5,0.775,33.0,Medium
542,1,10,21,0.4,7,20.4,1.61,86,2,36.01,27.1,82.9,1.4,0.248,33.0,Medium
163,3,5,26,1.73,32,19.3,0.48,40,5,25.98,32.8,87.7,2.0,3.604,22.29,High
405,1,7,48,0.22,19,20.4,0.72,44,5,20.66,28.8,77.4,3.8,0.306,54.86,Medium
548,1,7,19,0.37,12,20.7,1.44,73,3,43.34,29.9,68.1,6.0,0.257,21.71,Medium
589,1,6,39,0.31,4,20.7,0.53,84,4,29.14,28.1,59.3,2.0,0.585,39.0,Medium
429,3,6,41,0.46,63,20.7,2.43,83,0,19.41,23.9,83.3,31.5,0.189,41.0,High
255,1,10,3,0.09,12,20.7,2.26,37,5,23.86,23.0,81.8,6.0,0.04,4.71,Medium
567,2,11,31,0.82,7,19.6,2.8,57,1,24.45,25.1,84.5,0.538,0.293,53.14,Medium
602,3,4,31,1.84,35,19.2,1.66,74,0,30.73,23.5,74.5,2.059,1.108,22.14,High
502,1,2,9,0.18,2,20.8,2.4,27,4,29.59,24.9,70.4,1.0,0.075,3.86,Low
323,2,12,29,0.83,35,20.5,3.19,57,5,37.25,30.4,66.1,8.75,0.26,53.86,High
616,1,4,14,0.09,9,20.6,2.87,19,1,36.78,30.7,62.4,3.0,0.031,10.0,Medium
110,2,7,23,0.75,36,19.5,3.21,14,4,12.54,23.8,88.9,2.571,0.234,26.29,Medium
429,2,5,29,0.31,40,19.6,2.28,92,2,31.41,34.9,61.5,3.077,0.136,24.86,Medium
511,3,12,34,0.71,44,19.1,0.69,78,2,36.99,26.2,69.0,2.444,1.029,63.14,High
109,1,2,32,0.24,5,20.9,0.31,85,3,15.41,25.4,61.8,2.5,0.774,13.71,Medium
577,2,8,35,0.22,13,20.5,3.49,91,4,35.36,27.4,86.3,3.25,0.063,45.0,Medium
640,1,7,21,0.05,12,20.7,0.44,36,4,37.22,26.0,72.6,6.0,0.114,24.0,Medium
233,1,5,26,0.34,7,20.5,1.42,16,5,21.71,23.2,89.2,1.75,0.239,22.29,Medium
382,3,4,27,0.92,42,20.3,2.61,30,0,35.48,33.9,88.7,7.0,0.352,19.29,High
